USER_ID,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12,Q12S1,Q13,Q13S1,Q13S2,Q14,Q14S1,Q15,Q15S1,Q15S2,Q61,gender,age,chiiki
2441,2,2,3,8,50,75,50,50,50,50,50,75,25,50,50,50,4,4,4,4,4,2,2,NA,0,0,1,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,42,13
2442,2,2,3,7,100,0,0,50,0,0,100,0,0,0,0,0,3,4,3,3,3,1,2,NA,0,1,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,35,40
2443,3,3,2,8,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,2,25,22
2444,3,1,2,7,0,35,0,0,0,0,0,10,0,5,0,0,5,5,5,5,5,2,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,7,4,2,2,41,25
2445,2,3,2,7,25,2,0,50,2,5,10,0,0,50,0,2,5,5,3,5,4,8,NA,4,0,1,0,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,2,39,40
2446,1,2,2,5,50,100,0,0,0,0,50,30,50,60,10,50,3,4,4,3,4,6,2,NA,1,1,1,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,33,13
2447,3,3,1,1,90,10,0,0,0,0,80,5,0,0,0,0,2,2,1,2,1,1,2,NA,0,0,1,0,1,1,0,0,2,NA,NA,1,1,7,2,2,1,1,1,3,2,70,11
2448,1,3,2,7,55,65,45,40,45,40,50,55,35,45,45,35,3,4,3,3,3,8,NA,8,0,0,1,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,67,11
2449,3,2,3,7,60,50,20,60,10,10,50,45,20,60,10,10,2,2,2,2,2,8,NA,4,0,0,0,0,1,1,0,0,2,NA,NA,1,4,4,1,NA,2,NA,NA,4,1,54,40
2450,3,2,2,3,50,50,0,0,0,0,50,50,0,0,0,0,2,4,3,2,3,1,2,NA,0,0,0,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,44,26
2451,3,2,1,2,80,0,0,0,0,0,20,0,0,0,0,0,1,1,1,1,1,1,1,NA,0,0,1,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,55,13
2452,3,1,1,8,60,65,50,50,45,40,50,60,30,30,10,10,3,4,4,2,3,8,NA,1,0,0,0,0,1,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,2,33,22
2453,3,2,2,1,50,0,0,0,0,0,50,0,50,0,0,0,3,3,4,3,3,8,NA,8,0,1,0,0,1,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,3,2,2,43,23
2454,3,3,2,5,0,70,50,40,60,70,0,70,50,50,70,70,5,5,3,5,5,2,2,NA,1,0,0,0,0,0,0,0,3,NA,NA,1,2,2,1,NA,1,2,2,4,2,72,2
2455,2,2,3,7,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,30,11
2456,3,3,1,2,60,50,50,50,50,50,60,50,30,50,40,30,3,2,3,3,3,1,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,30,23
2457,2,3,3,8,100,60,0,0,0,0,70,60,0,0,0,0,2,2,2,2,2,1,2,NA,0,0,1,1,1,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,44,15
2458,1,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,8,NA,8,1,1,1,1,1,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,8,7,4,2,41,7
2459,2,3,2,5,0,10,5,5,5,5,10,20,10,10,10,10,3,3,3,3,3,8,NA,8,0,1,0,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,3,NA,NA,2,1,25,28
2460,3,3,1,2,50,5,10,10,1,1,30,5,5,1,1,1,3,3,3,3,3,1,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,2,2,64,39
2461,3,3,1,7,50,60,50,50,50,50,40,50,50,50,50,50,5,5,5,5,5,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,1,2,2,1,NA,1,8,2,3,2,32,1
2462,2,2,2,7,0,100,0,0,0,0,0,100,0,0,0,0,5,5,5,5,5,2,1,NA,1,0,1,0,1,1,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,2,32,15
2463,3,2,2,8,70,70,50,50,50,50,70,40,30,60,50,50,2,2,2,2,2,1,2,NA,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,1,1,2,1,25,13
2464,1,1,2,8,45,65,50,50,70,50,50,50,50,50,55,55,3,2,2,3,2,8,NA,6,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,4,2,25,13
2465,2,3,2,8,70,70,50,50,35,20,30,30,30,25,25,25,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,23,10
2466,1,1,1,8,50,25,50,50,50,50,50,0,0,0,0,0,3,3,3,3,3,1,2,NA,0,1,1,1,1,1,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,4,1,29,38
2467,2,2,2,7,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,1,2,NA,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,1,23,16
2468,2,3,2,7,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,1,8,7,2,1,22,14
2469,3,3,2,1,90,40,50,50,50,50,80,30,50,70,40,50,1,1,1,2,1,1,2,NA,0,1,0,0,0,0,0,0,2,NA,NA,1,1,1,1,NA,1,4,4,4,2,22,27
2470,3,3,1,7,90,50,0,0,0,0,90,40,0,10,0,0,2,2,1,2,2,1,2,NA,0,0,1,0,1,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,2,1,47,11
2471,1,1,1,3,30,0,20,10,0,0,50,0,0,0,0,0,1,1,1,2,2,1,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,1,19,18
2472,3,3,3,1,50,50,50,50,50,55,0,50,30,40,40,30,4,4,3,3,4,1,2,NA,0,0,0,0,0,0,1,0,3,NA,NA,1,2,1,2,1,2,NA,NA,4,1,51,14
2473,3,3,3,7,50,25,0,25,50,0,25,25,25,25,25,0,5,2,3,3,3,8,NA,8,0,0,0,0,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,67,20
2474,4,NA,1,7,50,40,30,30,30,20,50,40,30,10,20,10,4,4,4,3,3,8,NA,8,0,0,0,0,0,1,0,0,1,8,1,NA,NA,NA,2,1,1,1,7,2,2,63,35
2475,3,1,1,6,80,50,50,90,30,50,80,50,0,90,30,0,2,2,3,2,2,4,2,NA,0,0,1,0,0,1,0,0,2,NA,NA,1,4,4,1,NA,1,4,4,4,1,37,27
2476,3,3,2,5,25,75,50,50,75,25,25,50,25,50,75,25,2,2,2,5,3,5,2,NA,0,0,1,0,0,1,0,0,2,NA,NA,1,2,5,2,1,1,2,2,2,1,56,31
2477,3,2,2,8,60,40,20,30,50,50,55,20,0,50,40,50,3,3,2,2,2,8,NA,8,0,0,1,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,3,NA,NA,2,2,19,1
2478,3,1,1,1,70,7,1,1,5,1,70,15,25,20,30,15,2,2,2,2,2,1,2,NA,0,1,0,1,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,3,2,64,22
2479,2,3,2,7,50,60,50,50,50,50,60,60,50,50,50,50,5,4,4,4,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,23,14
2480,3,2,2,8,50,50,50,50,50,50,50,50,50,50,50,50,3,3,4,2,3,2,2,NA,0,0,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,2,60,40
2481,1,1,1,3,75,50,0,60,10,0,70,30,0,10,0,0,1,1,1,1,1,1,2,NA,0,1,1,1,1,1,0,0,3,NA,NA,1,1,1,1,NA,1,1,1,4,1,47,14
2482,3,3,2,4,15,75,50,50,55,50,50,70,50,60,50,75,4,5,3,5,4,6,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,1,6,6,1,NA,1,5,5,3,2,58,14
2483,3,2,1,4,10,50,50,60,90,80,10,60,50,70,80,80,3,3,4,5,5,5,1,NA,1,0,0,0,0,0,0,0,2,NA,NA,1,2,5,2,6,1,2,4,4,1,23,30
2484,1,1,2,8,50,30,0,50,30,0,50,20,0,50,0,0,4,3,4,3,3,1,2,NA,0,0,1,0,1,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,2,2,28,13
2485,4,NA,1,5,0,75,60,60,70,65,0,80,40,60,70,60,5,5,5,5,5,2,2,NA,1,0,0,0,0,0,0,0,1,2,2,NA,NA,NA,1,NA,1,2,2,4,2,24,41
2486,3,1,2,8,25,50,25,25,50,25,0,25,0,0,25,0,3,3,3,3,3,8,NA,8,0,0,1,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,8,7,3,2,32,42
2487,4,NA,2,1,75,0,85,75,90,20,90,0,75,60,20,20,1,1,4,2,1,1,2,NA,0,1,0,0,0,0,0,0,1,3,1,NA,NA,NA,2,1,1,5,4,3,1,48,27
2488,3,1,2,1,60,30,50,40,45,40,60,30,50,40,40,40,3,3,3,3,3,1,2,NA,0,1,0,1,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,29,21
2489,3,3,1,2,0,50,0,50,0,0,0,80,0,50,0,0,4,3,4,5,5,2,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,1,2,4,2,5,2,NA,NA,4,2,44,40
2490,3,3,3,1,50,30,50,50,40,50,30,40,20,50,40,40,3,3,3,3,3,8,NA,4,0,1,1,0,1,0,0,0,3,NA,NA,1,8,4,2,5,2,NA,NA,4,2,36,13
2491,2,3,3,8,60,60,50,50,40,50,60,55,50,35,40,45,3,3,3,3,3,1,2,NA,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,47,11
2492,3,3,1,1,80,25,80,50,70,60,70,25,50,30,60,50,2,2,3,3,2,1,2,NA,0,1,0,0,0,0,0,0,3,NA,NA,1,1,1,1,NA,1,1,1,4,1,49,23
2493,1,1,2,7,20,20,10,10,10,10,20,10,10,10,10,10,3,2,3,3,5,3,2,NA,0,0,0,0,1,0,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,7,4,2,20,27
2494,3,1,2,8,0,25,0,25,0,0,0,25,0,25,0,0,4,3,2,2,4,4,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,4,4,2,1,31,33
2495,3,3,1,7,25,50,50,25,50,50,50,50,25,26,25,0,4,5,3,3,4,8,NA,2,0,0,0,0,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,7,7,2,1,22,7
2496,3,3,3,8,25,50,50,50,50,40,60,50,50,50,50,40,4,4,2,3,3,1,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,3,2,2,68,23
2497,2,3,3,7,50,50,50,50,50,50,20,50,20,50,50,50,5,5,5,5,5,8,NA,8,1,0,1,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,1,8,7,2,1,39,8
2498,2,1,1,3,100,60,60,60,50,50,100,60,55,60,50,50,1,1,1,1,1,1,1,NA,0,0,0,0,0,1,0,0,3,NA,NA,1,1,1,1,NA,1,1,1,4,1,62,43
2499,3,1,2,8,0,25,0,0,0,0,0,25,0,0,0,0,3,3,4,5,5,8,NA,8,1,0,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,8,2,2,2,64,23
2500,3,3,3,6,100,50,50,50,50,0,100,0,0,0,0,0,1,1,1,1,1,1,2,NA,0,0,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,25,1
2501,2,2,3,8,80,40,20,20,20,20,60,30,10,30,0,0,2,2,2,2,2,1,2,NA,0,0,1,0,1,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,35,25
2502,3,3,1,2,50,50,50,40,0,0,50,40,30,40,0,0,3,3,3,3,3,1,2,NA,0,0,0,0,1,1,1,0,3,NA,NA,2,NA,NA,NA,NA,1,1,1,2,1,65,27
2503,3,3,1,3,80,30,60,50,30,0,80,30,60,50,30,0,2,2,1,2,2,1,1,NA,0,0,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,62,13
2504,3,1,2,7,40,40,40,50,30,50,30,35,50,50,30,50,3,3,2,2,2,8,NA,2,1,0,0,0,1,0,0,0,2,NA,NA,1,2,2,1,NA,1,4,4,4,1,25,23
2505,2,3,2,1,90,10,0,10,0,0,90,10,0,10,10,0,2,2,2,2,2,1,2,NA,0,0,1,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,62,46
2506,3,1,1,4,0,0,0,0,100,100,0,0,0,0,100,100,4,4,5,5,5,5,1,NA,1,1,1,1,0,0,0,0,2,NA,NA,1,6,5,2,1,1,5,5,3,2,57,45
2507,3,2,2,3,40,40,0,0,20,0,0,0,0,0,0,0,3,3,3,3,3,2,2,NA,0,0,0,1,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,28,23
2508,3,3,1,8,80,10,50,30,60,20,70,20,50,30,60,20,2,1,2,2,2,8,NA,8,0,0,0,0,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,8,7,4,1,60,13
2509,3,3,2,5,25,0,75,75,75,50,25,0,50,75,75,75,2,2,4,5,5,5,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,1,6,5,2,1,1,2,2,3,1,27,14
2510,2,3,2,7,10,75,50,50,40,40,20,50,40,50,50,40,5,5,4,3,4,8,NA,8,1,0,1,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,2,61,22
2511,1,2,3,7,50,50,50,50,50,50,50,50,50,50,50,50,4,4,4,4,4,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,28,14
2512,3,3,2,8,50,80,50,50,50,50,50,80,50,50,50,50,3,3,3,3,2,8,NA,2,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,1,1,2,2,36,4
2513,1,3,3,7,50,75,0,0,0,0,50,50,0,0,0,0,2,2,2,3,2,1,2,NA,0,0,1,1,1,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,25,12
2514,1,3,2,8,60,55,50,50,50,50,60,55,50,50,50,50,3,2,2,2,2,8,NA,1,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,22,28
2515,2,3,3,7,80,70,20,50,50,40,20,30,10,30,20,20,2,2,2,3,2,8,NA,4,0,0,1,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,34,27
2516,2,2,3,5,50,50,50,50,50,50,50,50,50,50,50,50,5,5,3,5,5,8,NA,8,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,29,40
2517,3,1,2,8,45,60,50,50,60,50,45,55,0,50,50,10,3,4,4,4,4,1,2,NA,0,0,1,0,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,8,7,3,2,36,23
2518,3,2,2,8,30,30,30,40,50,40,30,25,30,35,40,30,3,3,3,4,4,8,NA,5,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,8,7,2,1,37,28
2519,3,3,3,8,50,50,50,50,50,50,50,40,50,60,50,50,3,3,4,4,4,1,2,NA,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,29,23
2520,4,NA,2,6,0,0,10,0,60,70,20,0,0,0,60,70,4,5,3,5,5,6,2,NA,0,0,0,1,0,0,0,0,1,6,6,NA,NA,NA,1,NA,1,5,5,3,2,67,13
2521,3,1,1,1,50,50,70,30,20,10,50,50,70,30,20,10,3,3,4,4,4,3,2,NA,0,0,0,1,0,1,0,0,2,NA,NA,1,3,3,1,NA,1,3,3,4,1,70,14
2522,2,3,3,1,50,50,50,50,50,50,50,50,50,50,50,50,4,4,2,3,3,8,NA,8,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,47,23
2523,1,2,3,7,80,30,50,5,30,0,100,10,50,0,10,0,3,3,1,1,1,1,2,NA,0,1,0,1,0,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,41,40
2524,3,3,2,8,50,25,50,50,50,50,50,25,0,25,0,0,3,3,2,3,2,8,NA,8,0,1,1,0,1,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,8,7,3,2,41,28
2525,2,3,2,8,25,25,60,60,60,40,30,25,30,50,45,10,4,5,2,4,5,4,2,NA,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,8,4,4,1,36,11
2526,3,3,1,1,70,65,50,50,50,50,70,40,50,40,40,40,3,3,3,3,3,1,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,34,27
2527,3,3,1,4,0,0,0,0,90,90,0,0,0,0,90,90,5,5,5,5,5,5,2,NA,1,1,1,1,0,0,0,0,2,NA,NA,1,5,5,1,NA,1,2,2,3,2,65,14
2528,2,3,3,8,50,60,0,0,0,0,50,60,0,0,0,0,3,3,3,3,3,2,2,NA,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,27,9
2529,2,3,2,8,100,20,50,50,20,50,80,10,40,50,20,10,2,2,3,3,2,1,2,NA,0,1,0,0,0,1,0,0,3,NA,NA,1,1,1,1,NA,2,NA,NA,2,2,25,26
2530,3,3,1,5,0,0,0,0,75,75,0,0,0,0,75,75,4,4,5,5,5,6,2,NA,1,1,1,1,0,0,0,0,2,NA,NA,1,5,5,1,NA,1,5,5,4,1,55,28
2531,3,2,1,2,60,30,60,60,50,20,10,20,50,70,40,20,3,3,2,3,2,1,2,NA,0,0,0,0,1,1,1,0,2,NA,NA,1,1,4,2,3,1,2,4,4,1,75,12
2532,3,2,3,2,25,5,5,3,30,50,55,15,5,5,10,10,5,4,4,2,4,8,NA,8,0,1,1,1,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,5,4,1,42,17
2533,3,1,1,1,40,60,60,30,60,60,60,60,60,50,70,60,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,2,71,10
2534,2,3,2,2,20,10,0,0,10,0,20,20,0,0,0,0,5,5,4,4,4,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,4,1,50,38
2535,3,2,1,1,25,100,0,0,0,0,50,100,50,50,50,50,3,4,5,4,4,2,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,1,2,2,1,NA,1,1,1,2,2,34,32
2536,3,1,1,2,25,75,25,25,50,75,25,75,25,25,25,75,3,4,4,4,3,6,2,NA,1,0,1,1,0,0,0,0,2,NA,NA,1,8,6,2,1,1,5,5,2,1,66,3
2537,1,2,2,8,50,70,30,50,50,50,40,70,50,60,30,10,4,3,2,2,2,8,NA,2,0,0,0,0,0,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,36,24
2538,3,3,1,4,80,20,30,10,10,5,80,20,30,10,10,5,1,2,2,2,2,1,1,NA,0,0,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,61,23
2539,3,2,1,3,35,80,0,10,15,35,35,60,0,15,80,20,2,3,5,2,2,8,NA,5,0,0,1,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,4,4,4,1,33,13
2540,3,3,2,8,40,40,50,50,40,40,40,40,30,40,40,30,3,3,4,4,4,1,2,NA,0,0,1,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,3,NA,NA,99,2,29,28
2541,3,3,2,8,0,0,0,60,90,40,10,20,10,30,80,70,2,2,2,2,2,8,NA,5,0,1,0,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,1,8,7,4,1,21,8
2542,2,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,5,8,NA,8,0,0,0,0,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,47,24
2543,1,2,2,8,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,21,12
2544,3,3,1,8,0,70,30,30,30,30,0,70,0,70,0,0,4,5,5,5,5,4,2,NA,1,0,1,0,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,4,4,3,2,40,27
2545,1,2,2,8,50,70,70,50,50,50,50,70,70,50,50,50,5,5,2,5,5,3,2,NA,0,0,0,0,1,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,3,2,2,55,11
2546,3,3,2,8,50,75,50,50,50,50,50,50,50,50,50,50,2,2,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,8,7,4,2,53,40
2547,3,2,2,5,30,60,50,50,60,40,30,55,50,50,60,40,4,4,3,4,4,8,NA,4,1,0,0,0,0,1,0,0,2,NA,NA,1,2,4,2,1,1,2,2,4,2,49,18
2548,3,3,2,5,20,75,50,20,70,68,50,50,40,40,55,70,4,4,2,5,4,3,2,NA,0,0,0,1,0,0,0,0,2,NA,NA,1,6,6,1,NA,1,5,5,3,2,44,16
2549,3,2,2,7,90,50,50,90,50,50,60,50,50,70,50,50,3,3,3,3,3,4,2,NA,0,1,1,0,1,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,4,4,2,1,47,27
2550,3,1,2,8,75,35,50,40,0,0,60,35,0,0,0,0,3,3,3,2,2,8,NA,1,0,1,1,0,1,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,27,38
2551,3,1,1,1,75,25,75,25,50,50,80,30,50,25,50,50,2,2,2,3,2,1,2,NA,0,0,0,1,0,0,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,75,4
2552,2,3,3,7,50,100,50,50,50,50,50,30,40,60,50,30,3,3,3,3,3,4,2,NA,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,47,27
2553,3,3,3,4,80,10,30,30,25,30,90,5,40,20,0,30,2,2,2,2,2,7,2,NA,0,1,0,0,0,0,0,0,3,NA,NA,1,1,7,2,4,2,NA,NA,2,1,35,1
2554,1,1,1,8,10,10,10,10,15,10,5,10,0,10,10,5,3,3,3,3,3,8,NA,8,0,0,1,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,3,NA,NA,3,2,19,11
2555,3,2,1,3,10,40,10,10,60,20,10,40,10,10,50,10,5,5,2,4,4,8,NA,5,1,0,0,1,0,1,0,0,2,NA,NA,1,8,5,2,1,1,2,2,4,1,52,24
2556,3,2,1,2,25,0,40,25,75,60,25,0,40,20,70,70,3,3,5,4,4,6,2,NA,0,1,0,1,0,0,0,0,2,NA,NA,1,5,6,2,1,1,5,5,4,1,29,1
2557,3,3,2,1,75,60,50,60,50,25,75,60,50,60,50,25,3,2,2,2,2,1,2,NA,0,0,1,0,1,1,0,0,2,NA,NA,1,1,4,2,4,1,1,4,3,1,19,27
2558,3,2,2,7,50,50,50,50,60,50,60,50,50,50,50,50,4,4,4,4,4,1,2,NA,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,1,1,2,2,32,13
2559,3,1,3,8,50,50,50,70,30,30,50,40,50,70,30,30,5,5,3,5,5,8,NA,4,0,0,0,0,0,1,0,0,2,NA,NA,1,4,4,1,NA,2,NA,NA,2,1,50,11
2560,3,1,3,5,25,75,50,50,50,25,25,50,50,50,50,50,4,4,4,4,4,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,8,7,3,2,32,44
2561,3,3,3,8,25,50,50,50,50,50,50,50,50,50,50,50,3,3,3,4,4,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,2,22,4
2562,2,2,2,1,60,70,30,10,20,10,60,40,10,0,0,0,2,2,2,4,2,1,2,NA,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,49,33
2563,2,3,3,7,45,40,50,50,50,50,50,50,50,50,50,50,4,4,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,22,22
2564,2,2,3,8,25,75,50,50,50,50,45,45,45,45,45,45,4,4,4,5,5,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,99,2,21,27
2565,1,1,1,1,90,75,60,60,60,60,60,60,60,60,60,60,2,2,2,2,2,1,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,3,NA,NA,4,2,28,13
2566,1,1,1,4,100,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,NA,0,1,0,0,0,0,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,3,2,52,34
2567,3,3,2,8,70,60,50,50,40,40,70,60,50,50,40,40,2,2,4,2,2,1,2,NA,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,1,1,4,2,37,12
2568,1,3,3,6,100,100,50,59,59,50,50,50,50,50,50,50,1,1,1,1,1,1,1,NA,0,1,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,1,38,13
2569,3,3,2,1,25,25,0,0,0,50,25,25,0,0,25,50,4,4,2,4,5,8,NA,6,1,1,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,2,5,2,2,60,40
2570,3,2,2,5,0,60,0,0,10,0,0,30,0,0,0,0,5,5,4,5,5,8,NA,2,0,0,1,1,0,1,0,0,2,NA,NA,1,2,2,1,NA,2,NA,NA,4,1,35,14
2571,1,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,8,NA,8,1,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,28,11
2572,3,2,2,1,50,75,50,50,50,50,75,75,50,50,50,50,3,2,3,2,3,4,2,NA,0,0,1,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,4,1,2,2,27,28
