USER_ID,Q1,Q2,Q3,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12,Q12S1,Q13,Q13S1,Q13S2,Q14,Q14S1,Q15,Q15S1,Q15S2,Q61,gender,age,chiiki
863,3,3,2,4,40,70,40,40,50,30,10,60,10,60,50,50,3,3,3,3,3,2,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,7,4,2,2,70,29
864,3,1,1,1,40,30,0,0,0,0,40,40,0,20,0,0,3,3,3,3,3,1,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,3,2,35,40
865,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,8,7,4,1,24,14
866,2,2,2,8,20,30,50,50,50,50,20,20,20,50,50,50,3,3,4,4,4,8,NA,8,1,0,1,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,4,2,38,11
867,2,3,3,7,50,50,50,50,50,50,50,50,50,50,50,50,4,5,3,3,4,8,NA,8,1,1,1,1,1,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,52,8
868,3,3,1,1,25,0,0,0,0,0,100,0,0,0,0,0,5,2,2,2,2,1,2,NA,0,1,1,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,3,1,65,33
869,2,3,3,7,75,50,50,60,40,10,30,20,20,40,10,5,2,2,2,3,2,8,NA,4,0,0,0,0,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,75,46
870,3,2,3,8,70,50,0,65,0,0,70,50,0,65,0,0,3,2,2,2,2,8,NA,1,0,0,0,0,0,0,0,1,3,NA,NA,1,1,4,2,6,1,1,1,3,1,43,5
871,3,3,1,8,10,25,50,25,75,50,50,25,50,50,75,50,4,4,2,4,4,8,NA,5,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,8,7,2,2,69,11
872,3,2,1,4,75,100,50,50,50,50,75,100,75,50,50,50,3,3,4,2,2,1,1,NA,0,0,0,0,0,0,0,1,2,NA,NA,1,2,1,2,5,1,1,1,4,1,60,7
873,2,1,1,2,90,10,10,30,0,0,80,10,0,30,0,0,2,2,2,3,2,1,2,NA,0,0,0,0,0,0,0,1,1,1,1,NA,NA,NA,1,NA,1,1,1,4,1,34,27
874,3,3,1,5,25,0,25,50,25,0,25,25,25,50,25,0,3,3,3,3,4,8,NA,4,0,0,0,0,0,1,0,0,2,NA,NA,1,4,4,1,NA,1,4,4,4,1,69,12
875,3,3,1,8,25,75,50,50,50,25,25,75,25,25,50,25,3,3,4,3,3,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,8,7,99,2,57,13
876,3,2,2,1,90,50,50,50,10,0,90,50,50,50,10,0,2,2,2,2,2,1,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,1,1,1,1,NA,1,1,1,2,1,63,14
877,3,1,1,1,70,30,50,60,30,10,70,30,50,60,30,10,2,3,1,1,1,1,1,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,52,23
878,3,2,1,1,80,20,60,50,0,0,60,0,0,0,0,0,2,3,1,1,2,8,NA,1,0,1,1,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,65,2
879,3,3,1,4,0,10,10,20,50,50,10,10,10,20,50,50,3,3,3,3,3,8,NA,5,1,0,0,0,0,0,0,0,2,NA,NA,1,5,5,1,NA,1,5,5,3,2,30,1
880,4,NA,2,4,50,80,50,30,50,60,50,80,50,70,60,55,4,3,2,1,2,8,NA,2,0,0,0,0,0,0,0,1,1,2,2,NA,NA,NA,1,NA,2,NA,NA,4,1,52,33
881,3,3,1,1,50,50,25,40,60,80,50,80,50,40,40,80,4,5,5,4,4,2,1,NA,1,0,0,0,0,0,0,0,2,NA,NA,1,2,2,1,NA,1,2,2,2,1,52,28
882,3,1,1,1,70,50,50,45,35,20,70,60,60,55,46,25,2,2,2,2,2,1,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,61,20
883,3,3,1,5,0,0,20,20,30,30,0,0,10,0,20,20,5,5,5,5,5,8,NA,8,1,1,0,1,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,3,3,4,1,41,25
884,2,3,2,8,50,0,25,25,25,0,50,0,0,0,25,0,3,3,3,3,3,8,NA,8,0,1,1,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,28,36
885,3,3,3,7,0,50,50,20,20,0,10,50,50,20,20,0,3,3,3,5,5,8,NA,8,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,8,7,4,2,74,14
886,1,3,2,7,25,50,25,50,50,50,25,50,25,50,50,50,3,3,4,4,4,8,NA,8,1,0,1,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,53,27
887,3,1,2,8,50,30,20,20,30,20,50,50,50,30,20,20,2,2,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,4,1,29,11
888,3,2,1,6,40,20,0,70,0,0,60,20,0,40,0,0,3,2,1,2,2,1,2,NA,0,0,0,0,1,0,0,0,3,NA,NA,1,1,1,1,NA,2,NA,NA,99,1,40,27
889,2,3,3,7,0,75,50,50,85,90,10,0,0,0,0,85,3,3,3,4,3,6,2,NA,1,0,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,36,12
890,3,3,1,3,70,5,20,0,0,0,80,0,20,0,0,0,4,3,1,2,2,1,2,NA,0,1,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,2,2,57,40
891,3,3,2,5,0,60,30,0,95,90,0,55,40,10,90,85,5,5,5,5,5,6,2,NA,1,0,1,1,0,0,0,0,3,NA,NA,1,6,5,2,1,1,2,5,4,1,52,13
892,2,3,3,6,60,60,50,50,50,50,50,50,50,50,50,50,3,3,3,2,3,8,NA,8,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,42,17
893,3,2,2,8,10,60,40,40,60,50,10,60,50,50,50,40,4,3,5,3,4,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,4,2,49,12
894,3,3,2,1,50,10,0,0,0,0,50,10,0,0,0,0,1,1,1,2,2,1,2,NA,0,0,1,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,57,18
895,2,3,3,8,30,30,0,0,0,0,15,15,0,10,0,0,2,1,2,2,2,8,NA,8,0,0,0,0,0,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,23,11
896,3,2,2,1,60,30,50,50,40,20,60,40,50,50,40,20,3,2,2,3,2,1,2,NA,0,1,1,0,0,1,0,0,3,NA,NA,1,1,1,1,NA,1,1,1,2,2,54,10
897,2,3,2,4,50,10,10,0,0,0,50,10,10,0,10,0,4,3,3,4,4,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,1,2,7,2,2,67,1
898,3,3,1,1,0,0,0,0,50,100,0,0,0,0,50,50,5,5,5,5,5,7,1,NA,1,1,1,1,0,0,1,0,2,NA,NA,1,5,5,1,NA,1,5,5,2,1,56,11
899,3,3,1,8,0,50,0,0,30,0,0,50,0,0,30,0,3,4,3,3,3,8,NA,8,1,0,1,1,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,2,64,7
900,3,1,2,8,50,50,40,40,50,40,50,50,40,40,50,40,3,3,3,3,3,8,NA,1,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,1,7,3,2,55,11
901,3,1,2,6,25,50,50,50,25,0,0,50,0,50,0,0,4,4,5,4,4,8,NA,8,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,4,4,2,1,61,16
902,3,2,1,3,40,55,50,50,50,50,40,55,50,55,50,50,3,3,2,2,3,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,2,2,2,2,42,37
903,3,2,2,7,20,50,50,50,60,50,20,50,50,50,50,40,4,4,4,5,4,8,NA,5,1,0,0,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,1,2,4,3,2,59,14
904,1,2,2,8,90,40,0,0,20,0,0,0,0,0,0,0,3,3,2,2,2,1,2,NA,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,48,11
905,3,3,3,7,40,20,30,20,20,50,40,30,10,40,40,10,3,3,1,3,4,8,NA,1,0,1,1,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,2,31,11
906,3,3,1,2,100,50,50,70,0,0,100,50,50,50,0,0,2,3,3,5,4,5,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,1,8,5,2,1,1,2,2,3,1,55,40
907,2,3,2,7,50,50,30,50,0,50,50,50,30,50,0,50,5,4,4,3,4,8,NA,8,0,0,0,0,1,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,71,14
908,3,3,1,6,100,50,0,0,100,50,0,30,0,20,100,50,5,5,5,5,5,5,2,NA,1,0,1,0,0,0,0,0,2,NA,NA,1,8,5,2,1,1,2,2,2,1,67,24
909,3,3,3,8,50,30,0,0,0,10,50,30,0,20,0,10,2,2,2,2,2,8,NA,8,0,0,1,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,8,7,4,1,46,13
910,2,3,3,7,0,0,0,0,1,0,0,0,0,2,1,0,5,5,5,5,5,8,NA,4,1,0,1,0,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,61,11
911,2,3,2,7,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,48,23
912,2,3,3,7,50,60,50,50,50,50,50,50,50,50,50,50,4,4,4,4,4,8,NA,8,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,33,11
913,3,2,1,1,30,50,30,0,30,50,50,40,40,30,30,40,4,4,5,3,4,8,NA,8,1,1,1,0,0,0,0,0,2,NA,NA,1,8,6,2,2,1,7,5,3,2,68,14
914,3,1,2,3,0,75,25,50,50,50,25,50,50,50,50,50,5,2,5,5,5,2,2,NA,1,0,0,0,0,1,0,0,2,NA,NA,1,2,2,1,NA,1,2,2,4,1,62,37
915,3,2,2,5,0,0,20,0,50,40,30,0,30,10,60,50,4,4,4,5,4,8,NA,5,0,1,0,1,0,0,0,0,2,NA,NA,1,5,5,1,NA,1,2,2,2,1,38,13
916,3,3,1,8,50,50,50,50,50,50,50,20,10,30,10,0,3,3,3,3,3,1,2,NA,0,1,1,0,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,3,2,43,14
917,3,3,2,7,0,20,20,20,20,40,0,0,0,0,0,80,5,5,5,5,5,6,2,NA,1,0,0,0,0,0,0,0,3,NA,NA,1,6,6,1,NA,2,NA,NA,2,2,53,13
918,3,1,1,5,0,0,0,0,70,10,0,0,0,0,70,10,5,5,5,5,5,7,2,NA,1,1,1,1,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,6,6,2,1,64,45
919,3,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,5,8,NA,8,1,1,0,1,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,1,8,7,2,2,60,34
920,3,2,2,4,30,50,40,30,70,60,40,50,30,20,80,40,3,2,3,3,4,5,1,NA,1,1,1,1,0,1,0,0,2,NA,NA,1,5,5,1,NA,1,2,2,4,1,68,1
921,3,2,2,7,75,25,0,75,50,50,50,0,0,75,50,50,3,2,1,2,2,4,2,NA,0,1,1,0,0,0,0,0,2,NA,NA,1,5,4,2,1,1,8,4,4,1,47,27
922,3,3,1,1,100,0,0,50,0,0,100,0,0,50,0,0,3,3,1,1,2,1,1,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,3,1,50,6
923,2,3,2,7,80,10,0,50,0,0,80,0,0,30,0,0,2,2,2,2,2,1,2,NA,0,0,1,0,1,1,0,0,3,NA,NA,1,1,1,1,NA,2,NA,NA,4,2,36,23
924,3,1,1,7,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,8,7,4,1,39,7
925,3,3,3,8,25,50,40,40,50,0,50,50,40,40,50,0,4,4,3,4,4,8,NA,8,0,0,1,0,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,8,7,2,2,70,13
926,3,3,3,7,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,8,7,4,1,42,23
927,2,3,2,7,30,40,30,45,40,37,30,37,33,40,37,33,3,3,3,4,3,8,NA,4,0,0,0,0,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,60,13
928,3,3,1,3,25,70,5,0,5,0,0,50,10,0,10,0,4,4,2,2,3,3,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,1,3,2,2,1,1,3,3,4,1,29,14
929,3,2,2,3,60,0,15,0,0,0,15,0,5,5,0,0,3,3,1,2,2,1,2,NA,0,1,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,2,NA,NA,4,1,71,1
930,3,3,2,8,0,0,25,0,75,75,25,0,0,0,75,75,5,3,4,5,5,8,NA,5,1,1,0,1,0,0,1,0,2,NA,NA,1,8,5,2,5,1,8,7,4,1,60,14
931,3,1,1,6,0,0,0,25,25,0,30,0,0,30,30,0,5,3,3,5,5,8,NA,5,1,1,1,0,0,1,0,0,2,NA,NA,1,8,5,2,7,1,1,1,2,2,65,40
932,3,3,1,8,70,0,50,0,0,0,50,0,50,10,0,0,2,2,2,2,2,1,2,NA,0,0,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,57,24
933,1,3,2,8,40,80,50,50,55,35,25,70,40,50,50,30,4,4,3,3,3,8,NA,2,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,2,2,99,1,44,11
934,3,2,2,7,50,50,10,10,10,10,50,50,50,10,10,10,3,3,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,1,1,3,2,52,23
935,2,3,2,5,20,70,20,30,30,20,20,70,20,30,30,20,4,4,4,4,4,8,NA,2,1,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,1,49,11
936,3,3,2,4,0,10,0,10,50,10,0,20,0,20,50,10,4,4,5,5,5,8,NA,8,1,0,1,0,0,0,0,0,2,NA,NA,1,8,5,2,5,1,2,2,4,1,70,19
937,3,3,1,1,80,0,0,0,0,0,80,0,0,0,0,0,2,2,2,2,2,1,2,NA,0,1,1,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,36,13
938,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,52,10
939,3,3,1,1,80,0,50,50,0,0,80,0,50,50,0,0,3,3,3,3,3,1,2,NA,0,1,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,40,25
940,3,3,1,8,20,70,60,20,70,50,40,50,50,40,60,50,3,3,3,4,4,8,NA,5,0,0,0,1,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,5,2,99,2,65,40
941,2,3,2,5,40,20,10,10,80,10,50,10,10,10,50,10,2,2,2,3,2,1,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,1,4,2,31,10
942,3,2,2,8,65,50,50,60,60,50,60,50,30,60,55,40,2,2,3,2,2,4,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,2,4,4,2,58,4
943,3,2,1,5,40,40,50,40,60,50,40,40,45,40,50,50,4,2,3,3,3,7,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,2,2,4,1,57,14
944,2,3,2,7,50,100,50,50,60,50,50,80,50,70,70,50,5,5,5,5,5,5,2,NA,1,0,0,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,1,2,2,2,2,44,13
945,3,3,1,6,0,0,10,0,50,75,0,0,10,5,50,75,5,4,5,5,5,6,2,NA,1,1,0,1,0,0,0,0,2,NA,NA,1,5,6,2,1,1,5,6,4,1,31,40
946,3,3,1,8,20,60,0,50,0,0,30,50,0,30,0,0,5,4,3,4,4,2,2,NA,0,0,1,0,1,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,67,13
947,3,3,2,8,25,50,25,70,90,50,25,50,25,60,90,50,3,3,4,4,5,5,2,NA,1,0,1,0,0,0,0,0,2,NA,NA,1,5,5,1,NA,1,2,2,2,2,69,1
948,3,3,2,6,50,50,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,8,NA,1,0,0,0,0,0,0,0,1,3,NA,NA,1,1,1,1,NA,1,1,1,2,2,55,4
949,1,3,3,7,25,59,25,25,24,34,25,30,25,25,15,30,3,5,3,3,3,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,58,20
950,3,3,1,6,50,50,10,50,30,10,50,50,10,30,30,10,4,2,2,3,3,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,7,1,2,2,67,29
951,2,1,1,8,75,25,25,25,25,25,25,25,25,25,25,25,2,2,1,1,2,1,2,NA,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,28,23
952,3,3,2,5,0,20,10,10,60,40,0,10,0,0,60,40,3,4,5,4,4,8,NA,5,1,0,0,0,0,0,0,0,2,NA,NA,1,5,6,2,5,1,5,5,2,1,67,23
953,3,1,2,8,50,50,50,50,50,50,0,50,0,50,50,50,5,5,5,5,5,8,NA,8,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,8,7,4,1,30,40
954,3,3,1,1,20,25,60,50,60,50,30,20,30,50,60,50,5,3,4,5,5,5,2,NA,0,1,0,0,0,0,0,0,2,NA,NA,1,1,5,2,1,1,1,2,99,1,63,6
955,3,2,1,1,90,5,10,0,0,0,100,0,10,10,0,0,2,2,1,1,1,1,2,NA,0,1,0,0,1,1,1,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,68,11
956,3,2,2,2,65,50,50,50,50,50,65,40,50,50,50,50,3,4,4,4,3,1,2,NA,0,0,0,0,0,0,0,1,3,NA,NA,1,1,1,1,NA,1,1,1,4,2,51,46
957,3,1,3,5,0,10,0,0,0,10,15,5,0,0,5,5,5,5,5,5,5,1,2,NA,0,1,1,1,1,0,0,0,2,NA,NA,1,6,6,1,NA,1,1,1,4,1,70,40
958,1,2,1,5,0,0,0,0,50,50,0,0,0,0,50,50,4,3,4,4,4,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,5,5,4,2,30,14
959,3,1,1,2,50,70,50,40,50,30,60,70,50,40,50,30,2,4,2,2,3,1,1,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,2,5,2,2,1,1,2,4,1,70,40
960,2,2,3,7,0,10,0,0,20,50,0,20,0,0,40,50,5,5,5,5,5,8,NA,6,1,0,0,0,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,2,2,51,8
961,3,3,1,1,60,0,0,25,50,0,100,0,0,0,0,0,2,3,2,4,3,1,2,NA,0,1,1,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,3,2,74,33
962,3,3,1,7,60,50,50,75,50,50,60,50,50,80,50,50,3,2,2,2,2,4,2,NA,0,0,1,0,0,1,0,0,2,NA,NA,1,3,4,2,1,1,4,4,4,1,73,28
963,3,3,1,4,50,50,30,20,20,20,50,50,40,30,30,30,3,4,4,3,3,8,NA,1,0,0,1,0,0,0,0,0,2,NA,NA,1,2,2,1,NA,1,2,2,4,1,75,13
964,3,1,1,7,0,50,0,50,50,20,0,50,0,5,50,20,5,5,4,5,5,5,2,NA,1,0,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,2,2,4,1,51,13
965,3,1,2,2,90,20,50,70,30,0,90,10,60,70,10,0,2,2,1,2,2,1,2,NA,0,1,0,0,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,54,40
966,2,2,3,7,50,50,50,50,0,0,0,0,0,50,50,0,5,5,5,5,3,8,NA,8,0,0,1,0,0,1,0,0,6,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,2,33,23
967,3,1,3,7,15,15,0,0,10,5,25,5,0,0,0,0,5,5,5,5,5,1,2,NA,0,1,1,1,1,1,0,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,4,1,42,12
968,3,1,3,3,60,60,30,20,40,10,50,40,20,50,30,10,3,3,3,2,2,8,NA,1,0,0,0,0,0,0,0,1,2,NA,NA,1,1,1,1,NA,1,1,1,4,2,34,22
969,3,3,1,6,50,20,50,0,50,40,50,30,30,0,50,20,3,3,2,2,2,1,2,NA,0,0,0,1,0,1,0,0,2,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,73,13
970,3,3,1,5,30,40,5,5,10,10,45,45,0,5,5,0,3,3,3,3,3,8,NA,2,0,0,1,0,0,1,1,0,2,NA,NA,1,2,2,1,NA,1,2,2,3,2,74,13
971,3,3,1,3,50,70,50,50,25,0,50,70,50,50,10,0,2,2,3,2,3,7,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,2,2,1,NA,1,2,2,3,2,74,24
972,3,3,1,3,20,50,50,40,50,0,40,50,50,40,50,10,2,2,4,4,3,8,NA,1,0,0,0,0,0,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,34,14
973,2,3,2,7,50,60,50,40,40,40,50,50,50,50,50,50,2,3,3,4,4,8,NA,1,0,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,1,54,12
974,4,NA,1,5,0,0,25,25,75,75,0,0,0,0,75,75,5,5,5,5,5,6,2,NA,1,1,1,1,0,0,0,0,1,6,5,NA,NA,NA,2,3,1,5,5,4,1,62,8
975,2,3,3,7,50,75,50,50,50,50,50,50,50,50,50,50,3,3,3,3,2,8,NA,8,0,0,0,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,99,2,46,1
976,3,3,1,6,0,0,0,0,90,50,0,0,0,0,90,50,5,5,5,5,5,5,2,NA,1,1,1,1,0,0,0,0,2,NA,NA,1,5,5,1,NA,2,NA,NA,4,2,63,39
977,3,3,2,8,70,60,50,40,30,10,70,60,30,50,40,10,2,2,1,3,2,1,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,60,13
978,3,1,1,3,0,10,10,10,80,80,0,10,0,0,80,80,5,5,5,5,5,8,NA,6,1,1,1,1,0,0,0,0,2,NA,NA,1,8,6,2,5,1,2,5,4,1,67,20
979,3,3,2,8,0,0,75,50,75,50,25,0,25,25,50,50,4,4,4,5,5,8,NA,8,1,1,0,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,2,2,2,2,64,3
980,3,1,2,7,25,0,0,25,25,0,0,0,0,25,25,0,3,3,3,4,4,8,NA,4,0,0,0,0,0,0,0,1,2,NA,NA,2,NA,NA,NA,NA,1,4,4,4,2,59,27
981,3,2,2,7,50,40,50,40,40,50,45,35,45,40,20,50,5,5,3,3,4,8,NA,3,0,0,0,0,1,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,5,4,2,1,31,14
982,3,3,2,1,100,80,40,40,0,0,100,80,60,60,0,0,2,2,2,3,2,1,2,NA,0,0,0,0,0,1,0,0,3,NA,NA,2,NA,NA,NA,NA,1,1,1,4,1,56,11
983,3,3,3,8,50,0,0,25,0,0,0,0,0,0,0,0,3,3,3,4,4,8,NA,8,0,0,0,0,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,28,27
984,3,2,1,1,80,60,80,10,50,0,90,30,80,50,30,0,2,2,2,3,2,1,2,NA,0,0,0,0,0,1,0,0,2,NA,NA,1,3,1,2,1,1,3,1,4,1,59,13
985,3,3,1,8,40,50,40,40,40,40,40,40,40,40,40,40,4,4,4,4,4,8,NA,8,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,2,61,14
986,2,3,2,8,50,50,50,50,50,50,50,50,50,50,50,50,4,4,3,3,3,8,NA,7,0,0,0,0,0,0,1,0,3,NA,NA,2,NA,NA,NA,NA,2,NA,NA,3,2,50,12
987,3,3,1,4,0,0,0,0,100,100,0,0,0,0,100,100,5,5,5,5,5,5,1,NA,1,1,1,1,0,0,1,0,2,NA,NA,1,7,5,2,1,1,2,2,2,1,71,43
988,1,1,1,8,50,40,0,30,40,0,0,40,0,70,40,0,3,3,4,4,4,4,2,NA,0,0,1,0,0,0,0,0,2,NA,NA,2,NA,NA,NA,NA,1,4,4,2,2,58,27
989,2,2,2,1,100,100,50,50,80,50,50,50,50,50,50,50,3,3,3,3,3,1,2,NA,0,0,0,0,0,0,0,1,3,NA,NA,2,NA,NA,NA,NA,1,1,2,4,2,39,14
990,3,1,1,5,25,25,30,25,50,50,25,25,30,25,50,50,3,3,5,4,4,6,1,NA,1,1,0,0,0,0,0,0,2,NA,NA,1,5,6,2,7,1,5,5,4,2,69,14
991,1,1,1,3,70,0,0,0,0,0,70,10,5,5,5,5,3,3,2,3,2,1,2,NA,0,1,0,1,0,0,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,52,25
992,3,3,2,5,0,0,0,0,50,60,0,0,0,0,60,60,4,4,5,4,4,8,NA,5,1,1,1,1,0,0,0,0,2,NA,NA,1,6,5,2,1,1,5,5,4,1,48,29
993,3,3,1,1,80,5,10,10,10,0,90,5,50,5,5,0,2,2,2,2,2,1,2,NA,0,1,0,1,1,1,0,0,2,NA,NA,1,1,1,1,NA,1,1,1,4,1,27,14
994,3,1,1,3,50,0,100,0,0,0,50,0,100,0,0,0,3,2,3,2,2,3,1,NA,0,1,0,1,1,1,0,0,2,NA,NA,1,1,3,2,4,1,3,3,4,1,47,11
995,3,2,2,5,0,3,4,4,50,80,0,0,0,0,50,50,5,5,5,5,5,8,NA,8,1,1,0,1,0,0,0,0,3,NA,NA,2,NA,NA,NA,NA,1,5,5,4,2,63,10
996,3,2,2,5,30,10,0,50,60,80,20,0,0,0,50,80,2,4,4,4,4,6,2,NA,0,0,1,0,0,0,0,0,2,NA,NA,1,6,6,1,NA,1,5,5,4,1,27,11
